participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217
52,,0,35,19,5,1,1,0,1,0,-1,0,0,1,1,1,1,1,1,,-1,0,0,1,0,0,-1,0,-1,1,0,1,1,1,1,1,1,1,1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,0,36,14,13,1,1,0,0,1,-1,-1,-1,1,-1,0,1,1,1,-1,-1,-1,-1,1,0,0,-1,0,-1,1,0,1,0,1,-1,1,1,0,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,0,36,12,7,1,1,0,1,1,-1,-1,0,0,-1,0,1,1,1,0,1,0,0,-1,-1,0,-1,0,1,1,0,-1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,7,130,80,32,1,1,0,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,0,1,1,1,1,-1,1,1,1,0,1,1,1,1,0,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,0,1,1,-1,1,0,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,0,0,0,1,1,1,,0,1,,-1,,,,,,1,0,1,,,1,,1,,1,0,,,,,,-1,,1,,1,1,,,0,,,1,,,,,,1,,,,,-1,1,1,,,1,,,,-1,,1,-1,-1,,0,-1,,1,,,-1,,-1,1,,1,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,0,24,19,5,1,,-1,1,1,-1,,-1,1,1,,1,1,1,,1,1,,,1,1,-1,1,1,1,,,,,1,1,,,,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,0,37,26,11,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,0,56,35,18,1,1,,1,1,-1,-1,-1,-1,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,-1,0,1,,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,0,-1,-1,1,1,1,1,,,1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,0,168,76,37,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0,0,1,0,-1,1,1,1,1,1,0,1,0,-1,0,1,1,1,1,-1,1,1,1,-1,0,1,-1,0,0,0,1,1,-1,-1,0,-1,-1,-1,0,0,1,0,-1,-1,-1,-1,-1,1,1,0,-1,1,0,-1,0,-1,1,0,1,1,1,0,1,1,0,0,1,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,-1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,0,12,7,1,1,,,,0,,,0,0,,1,,,1,,,,,0,,,,1,,1,,-1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,0,62,40,17,0,1,1,1,1,-1,-1,1,-1,1,1,0,1,-1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,0,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,0,42,24,8,-1,0,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,-1,1,0,1,1,0,-1,0,-1,0,-1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,0,50,31,17,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,0,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,0,32,19,7,1,,-1,,1,-1,-1,,1,1,1,1,,1,1,-1,1,1,,1,,-1,0,0,1,0,1,0,1,,1,,,,-1,0,1,,-1,,1,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,0,39,24,11,1,1,,1,1,-1,-1,-1,1,1,1,0,1,1,-1,0,1,1,1,1,0,-1,1,0,,1,1,,,-1,1,,1,1,-1,-1,,1,-1,-1,1,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,0,18,12,5,-1,,,,1,1,,,,1,,,,1,1,,1,1,,-1,,-1,1,,,,,,,1,,,0,-1,-1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,0,52,32,16,1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,1,1,1,-1,,1,-1,1,1,1,1,-1,1,1,0,,-1,-1,1,-1,,1,1,1,1,1,-1,0,1,1,-1,,-1,0,1,1,-1,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,0,30,20,10,1,,,1,-1,,1,1,-1,,1,1,1,,1,,1,1,-1,-1,1,-1,,1,,,1,,-1,1,-1,,,,-1,,-1,1,,,1,,1,,1,,1,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,1,75,49,11,1,0,-1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,0,1,-1,0,0,0,-1,-1,1,-1,1,-1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,0,46,23,14,1,-1,-1,,1,-1,-1,,1,-1,1,1,1,1,-1,0,1,1,0,1,0,-1,0,-1,1,1,,,1,0,1,1,-1,0,-1,,,1,-1,1,,-1,1,1,,,1,-1,1,1,0,0,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,0,76,36,33,1,1,-1,1,1,-1,-1,-1,1,-1,1,,1,1,-1,-1,1,0,1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,1,1,0,1,-1,-1,1,-1,-1,-1,-1,,1,1,-1,-1,1,-1,,1,1,-1,1,1,1,,,-1,1,-1,,-1,,1,-1,0,,,-1,1,,1,0,1,-1,,0,1,1,,-1,1,,-1,0,-1,,1,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,0,62,42,15,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,0,1,1,1,-1,0,-1,1,0,1,1,1,1,0,1,1,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,0,26,15,7,1,-1,-1,,0,,,1,-1,,,,,1,,,1,1,-1,0,1,1,,,,,,1,,1,0,1,,-1,,,-1,0,,,1,-1,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,0,6,5,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,-1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,2,86,37,38,1,1,-1,0,0,-1,-1,-1,1,1,-1,1,-1,1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,0,-1,1,-1,0,1,0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,-1,1,0,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,0,50,27,19,-1,1,-1,1,,,-1,-1,1,1,-1,1,,1,-1,,1,1,1,1,1,-1,,-1,1,1,1,,1,-1,,-1,1,1,-1,0,1,1,0,-1,1,-1,1,0,-1,-1,1,-1,-1,,1,-1,,1,1,0,1,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,0,31,8,13,1,,1,,,,,-1,,-1,,1,1,,-1,0,,1,,,0,,-1,,,,-1,0,0,,,-1,0,,,,-1,-1,,,,,0,0,,-1,,0,-1,,,1,1,,-1,1,,,-1,,0,,,,-1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,0,41,21,15,1,1,-1,1,1,-1,-1,-1,,-1,,,,1,,0,0,,1,,,-1,1,-1,1,,1,,1,,1,0,1,1,-1,,,-1,,1,1,-1,,1,,1,1,-1,1,,1,-1,,,0,1,,,-1,-1,,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,0,82,38,5,1,0,,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,-1,1,0,0,0,0,1,1,,0,1,1,1,1,-1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,1,0,1,0,1,-1,,0,0,1,0,0,1,1,0,0,0,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,0,29,15,14,1,,-1,,,-1,,,1,,,,1,,,-1,,-1,1,1,,,-1,-1,,,1,,1,-1,,,,1,,-1,1,,-1,,,,-1,,-1,-1,,-1,1,,1,,,1,,1,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,0,61,32,4,1,1,0,1,1,0,,,,,1,1,1,1,0,1,,1,,1,1,-1,0,0,1,,0,0,,1,,1,0,0,-1,,1,1,1,0,0,,1,0,0,0,,0,1,,0,,1,1,,0,,0,,0,,1,0,,,,-1,,-1,1,1,1,1,,1,1,0,0,,,1,1,,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,0,48,29,19,1,-1,,,-1,,,-1,-1,,1,1,1,1,,,1,,-1,,1,1,1,,,,-1,,,1,,1,,-1,-1,-1,-1,1,,,,-1,1,1,1,,1,-1,1,1,1,,-1,1,,1,1,-1,-1,,-1,1,1,,,1,1,-1,-1,1,-1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,0,32,27,3,1,,1,,1,,,1,,,,,1,1,,,1,,,,0,1,,,,,,1,1,1,,1,-1,1,1,,1,,,1,1,,1,,,,,,,1,,1,1,,1,1,,,,1,-1,,,,,1,,,-1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,0,170,49,40,-1,0,0,1,1,0,-1,0,1,-1,0,1,1,1,-1,-1,0,0,1,-1,0,-1,0,-1,1,1,1,0,1,0,1,0,0,1,-1,-1,1,0,0,0,-1,0,1,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,1,1,-1,0,0,0,-1,1,0,0,0,0,1,-1,0,1,0,0,0,0,0,1,1,0,0,0,0,-1,-1,0,1,0,1,1,0,-1,1,1,1,1,1,1,1,-1,1,1,0,0,1,-1,0,-1,0,-1,1,1,0,0,0,1,0,0,-1,-1,-1,1,-1,-1,0,-1,0,0,0,1,-1,1,1,1,0,-1,1,0,0,0,-1,0,-1,-1,0,1,1,0,0,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,0,63,34,27,1,1,,1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,,-1,1,0,,,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,,,-1,-1,1,-1,1,1,,-1,-1,1,1,1,,1,1,,,,,,-1,,,1,-1,1,1,,1,1,,1,,1,1,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,0,28,18,10,1,,,,,1,,,-1,1,,,1,-1,1,,1,1,-1,,1,-1,,,1,-1,,1,1,,1,,,1,,,,,,,1,1,,,,,1,-1,,,,1,,,,,,,,,-1,,,,,1,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,0,23,12,3,1,,,,,,,-1,,,,,1,1,,1,,,0,0,,0,1,,,,,,,,,1,,,,0,0,,,1,,-1,,,,0,1,,,,0,1,,,0,,,,,,,,,1,,,,1,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,0,42,27,12,1,1,0,1,,,-1,,1,,,1,1,1,1,0,,,1,,,1,1,,,-1,0,1,1,,,1,1,,-1,,,-1,-1,,1,,1,,1,1,1,1,,1,,-1,1,1,-1,,-1,-1,,,-1,,,,-1,,,,,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,0,32,19,10,1,,,,-1,,,,,,1,1,,,,1,1,,-1,,,-1,,1,,-1,-1,,,,1,,,,-1,-1,,1,1,,,-1,1,1,1,-1,0,1,,,,,,1,,,1,,,,-1,0,,1,1,,,1,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,0,146,67,24,1,1,1,1,1,0,-1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,-1,1,1,1,0,0,-1,0,1,0,1,1,1,1,0,1,-1,1,0,-1,1,1,1,1,-1,0,1,0,1,-1,-1,1,0,1,-1,0,1,1,1,0,0,-1,-1,0,1,0,0,0,0,-1,-1,-1,0,1,0,0,-1,1,1,0,1,0,1,0,0,0,0,-1,1,0,1,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,1,1,-1,1,1,1,1,1,0,-1,0,-1,0,1,1,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,0,94,75,15,1,0,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,0,63,25,23,0,1,1,-1,,-1,,-1,1,,1,-1,1,1,-1,-1,,1,0,1,,0,0,-1,1,1,1,,,1,,-1,1,-1,,-1,-1,0,-1,-1,1,0,,,1,0,0,,1,0,,-1,0,1,1,,0,,1,-1,-1,0,-1,1,1,-1,0,,-1,1,-1,1,,0,0,,,1,,,,1,-1,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,0,124,61,23,1,1,0,1,1,0,-1,-1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,-1,1,0,-1,0,1,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,-1,0,0,-1,-1,1,0,0,1,-1,1,-1,1,0,0,1,-1,0,0,1,0,-1,1,-1,-1,-1,-1,1,-1,0,0,1,-1,0,-1,1,1,1,-1,0,0,0,0,0,0,-1,1,1,1,1,-1,1,0,1,1,1,,1,0,1,1,1,1,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,2,108,55,45,1,1,,,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,1,1,1,,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,0,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,,0,0,0,-1,1,,1,,1,-1,-1,,1,-1,,1,,1,1,1,1,1,,,1,,,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,0,71,44,10,-1,0,0,1,1,-1,1,,,1,,1,1,1,0,,,,1,1,,-1,0,1,1,1,-1,,,,1,1,-1,0,-1,,,1,,0,,1,1,,,,1,,0,1,0,-1,1,1,0,,0,0,1,-1,,1,,,1,0,0,1,,,1,1,,1,1,1,,1,1,,-1,0,-1,1,0,,1,0,0,1,,1,,1,1,,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
