participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
448,,0,45,29,1,1,1,,,,1,,0,1,1,,,,,,,,1,0,,,,,,,0,0,1,1,,0,,,,,,,1,1,,1,1,,,,1,,,1,,,1,1,,1,,,1,0,,,0,,0,,,,,0,,1,,0,,0,,,,,,0,1,,,1,,,,,,,,,,-1,,,,,,1,,,,1,0,,,,,,1,,1,1,1,,0,1,1,,,,,,0,,,,,,,,,,,,
452,,0,37,37,0,1,1,,1,,,,,1,,,,1,,1,1,,,1,1,,,1,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,1,1,,,1,,1,,,,1,,,1,,,,,1,,,1,,,,,,,1,,1,1,1,,1,,,,1,1,,,1,,,,,,,,,
455,,0,9,6,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
456,,1,133,95,17,1,0,1,1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,-1,1,1,0,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,-1,-1,-1,0,0,0,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,-1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,0,-1,0,1,1,1,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,0,1,1,0,-1,1,0,1,1,,,,
458,,0,54,40,9,1,,1,-1,1,,,,1,1,1,,,,,1,,,,,1,1,,1,,1,0,,1,1,,1,,-1,,,,,,1,,,,,,,,,,,-1,,1,,,-1,,1,,-1,,-1,,0,,1,,1,1,1,,1,,,,,1,1,1,0,-1,1,,,,,,,1,1,,,1,1,1,0,0,,,,1,,-1,,,,1,,1,,,,1,1,,1,,,,,,,1,1,,,,,,-1,1,,,,,,,
460,,0,17,13,2,1,,1,,,,,,,-1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,1,,1,,,,0,,,,,,,,,,,,,-1,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
467,,1,86,5,5,0,0,,,0,,-1,0,0,0,,0,0,0,,0,,,0,,0,,0,,0,,0,0,,,0,0,,,,,0,,,0,,0,,,0,0,,,0,0,1,0,0,,0,-1,0,1,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,0,-1,0,0,0,,0,,0,,0,,,0,,0,0,0,0,0,0,0,0,,,-1,0,0,-1,,0,,,0,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,,,0,1,1,,,1,,
468,,1,81,8,5,-1,0,0,0,,,-1,,0,,0,0,,,0,,0,,,,0,0,1,,,0,0,,,0,0,-1,0,,,0,0,0,0,0,0,0,,0,0,,,,1,-1,0,,0,,,0,0,,,,,0,,0,1,0,0,,0,0,0,,0,0,0,,,0,,0,0,0,0,,-1,,0,0,1,,0,0,1,0,0,,0,0,,0,0,,0,,0,0,0,,,,,0,,1,0,0,1,0,0,0,,,,0,0,,0,,0,,0,,,,1,,,
487,,0,12,6,2,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,1,,,1,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
494,,0,26,19,4,1,1,,,,,,1,,,1,,,,1,,,,,,1,,1,1,,,,,,,,-1,,,,1,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,1,,,,,,,,,,,,,,,1,,,-1,,1,,,,,,,0,1,1,,0,,1,,,,,,1,1,,1,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,
498,,0,8,1,5,-1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,0,7,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
510,,0,17,9,3,1,-1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,1,,,,,0,,,,,,,,-1,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,0,0,,,,,,,,,0
512,,0,39,25,5,1,,,,,1,-1,1,,,0,,,,,,,,,,1,,,,1,1,0,,1,,0,,,,,1,,1,1,1,,,,,,,,,,1,,,,,,,1,,,,,1,,,,1,0,,,1,,,,0,,,,,,1,-1,1,,0,1,-1,,,1,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,-1,,,,0,,,1,1,,0,,0,,,,,,,-1,,
20,,0,10,10,0,,1,1,1,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,0,11,10,1,,1,1,1,,1,,,,,,,1,,1,1,,1,1,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,0,21,10,7,,-1,1,0,,1,-1,,,1,0,-1,-1,-1,1,,,1,-1,1,1,1,1,0,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,0,34,24,10,,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,,1,-1,1,1,1,,1,,1,,1,,,1,,1,1,-1,1,1,1,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,0,18,9,1,,1,,1,1,,0,-1,,0,1,0,,0,,,0,1,1,0,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,0,14,11,1,,1,,1,1,,,-1,1,,,,0,1,,,1,,,1,1,,,1,,,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,0,24,16,3,,1,,1,1,-1,1,-1,1,1,1,0,0,0,1,1,,1,,1,-1,1,1,1,,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,0,20,14,5,,-1,1,-1,,,,1,,1,-1,0,,,1,1,,1,1,1,,,1,-1,,1,-1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,0,14,5,7,,-1,0,-1,1,,-1,1,,,,,,,,,1,-1,,0,1,-1,,-1,-1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,0,10,5,0,,0,1,,,,,,,,0,,,,,,0,0,,,,1,,1,,,,1,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,0,13,8,1,,1,,,,,0,-1,,,,0,0,,,,,1,1,,,,,1,1,,,1,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,0,18,11,2,,-1,,,,,,,1,,1,,1,,1,,0,1,0,,0,,,1,,0,,,1,,,1,,1,-1,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,0,12,4,6,,-1,,,,,,0,,,,,-1,-1,,-1,,,1,1,,,,,,,,,,,,,-1,,-1,,,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,0,20,14,3,,1,,,,1,,,,0,1,,0,0,,1,1,,,1,,,1,1,,-1,,,,1,-1,-1,,1,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,0,23,20,0,,1,1,,1,,,,1,,1,,,1,1,,,1,,,,1,1,1,,,1,1,,,,,,,1,,,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,
205,,0,20,4,0,,0,0,0,,0,,,,0,,,0,0,,0,1,,,,,,0,,0,0,0,,0,,1,1,1,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,0,27,17,5,,0,1,0,0,1,-1,,1,-1,1,,,,,1,1,,0,1,1,1,-1,1,0,-1,,1,1,,-1,1,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,0,16,12,3,,-1,1,-1,1,1,0,,1,,,-1,,,1,1,,,,1,1,,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,1,45,29,9,,1,1,1,1,1,-1,-1,1,1,1,-1,,-1,,,1,1,-1,0,-1,1,1,1,1,0,0,1,1,1,0,0,,0,0,1,1,,1,-1,1,1,,-1,1,1,-1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,0,21,10,5,,0,1,,,1,,,1,,,,-1,,,,0,,,1,,-1,1,,1,,,0,,1,,-1,1,0,,,,-1,0,1,0,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,0,13,7,0,,0,,,,,,,,1,0,0,,,1,,,,,,1,,1,,,,,,,,,,0,,,,,,0,,,1,,,,,,1,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,0,60,50,5,,1,1,1,1,1,-1,1,1,1,,-1,1,1,1,1,1,1,1,1,0,-1,1,1,1,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,-1,1,1,1,1,1,1,0,,1,1,-1,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,0,28,18,0,,0,,0,,,0,,1,,0,0,1,0,1,,,,1,,,,,1,1,0,0,1,,,1,1,,,,,1,,,,1,,,0,,,,1,1,1,1,,1,,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,0,29,17,7,,1,1,,,,,,1,,,,-1,,,,,,,1,1,-1,,1,,,0,1,,,-1,0,1,1,1,-1,,,,1,,1,,,1,,1,-1,,1,,,,,1,0,,,,-1,,,0,0,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,0,12,8,2,,-1,,,,,,,,,,,1,,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,-1,,1,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,1,63,42,21,,1,1,1,1,,,1,1,1,1,-1,,-1,1,1,-1,1,1,1,1,-1,,1,,-1,-1,1,1,-1,1,-1,1,-1,1,1,,1,1,1,-1,1,,1,1,-1,,1,-1,,1,1,-1,1,1,-1,1,1,-1,-1,-1,,,-1,-1,1,-1,1,,1,1,1,-1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,0,14,8,6,,1,,,,1,,-1,,,,-1,,,,,,,,,-1,,,1,,,-1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,0,28,18,1,,0,1,,0,1,1,,,1,,,,1,,,,1,,,1,,,,1,0,0,,,1,,,,,,1,,,,,,1,,,1,,,,,,,1,,-1,,0,,1,,,,0,,,,,0,,,,,0,,,,1,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,0,50,33,6,,1,,,1,1,-1,1,,1,-1,-1,,0,1,1,,1,1,,,,,,,0,,,,1,1,1,1,0,-1,0,1,1,1,,1,1,,,,1,,,1,1,1,,,1,1,,,,0,0,0,0,,0,,,0,,,1,1,,,,0,-1,1,1,1,1,1,1,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,0,25,11,5,,-1,,,1,,,0,,,,-1,,-1,,,,0,,,,1,,1,,,,,,,0,,,,0,,,,,1,,1,,,,,,,,,0,,1,1,1,,,,,,,,,,,,,0,,-1,,0,,0,,,,1,,1,,1,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,0,34,11,1,,0,,0,,1,,,,0,1,0,0,,,,,0,1,1,,,,,,,0,,,0,,,0,,,0,,,0,,0,1,,,,,1,,,,,,,-1,,0,0,,0,,,,0,0,,,0,,,1,,0,,,,,,1,,,,0,,,0,1,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,0,24,12,2,,-1,,,,,,,,,,,0,,1,1,,1,,,0,,0,,,0,,1,,,0,,1,,,,,,,,,,,,,1,,,,,,0,1,,,,1,,,1,,,0,,,,,,,,,,0,0,1,,,,,,0,,,,1,,-1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,0,22,13,5,,0,1,,0,1,,-1,,1,,,,-1,1,,,,,,,,,,,-1,,,,1,,,,,,,1,,,,,,,,,,,,,,-1,,,,,,,,0,,,,,,1,,,,,,,,,1,,1,,1,,1,-1,,0,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,0,36,19,11,,1,1,,-1,,,,,,,-1,0,,1,,,,,1,,-1,,1,,,0,,1,,,,1,,,,1,1,,,1,1,,1,,,-1,,,,,1,,0,1,,1,,0,,,,,,,,,-1,,-1,,,-1,,-1,-1,,,,,,,-1,0,,-1,1,1,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,0,23,11,6,,-1,1,,,,,,,,,,,,,,1,0,,,,-1,,-1,,,0,1,,1,1,-1,,,,,1,,,,,0,,,,,,,,,,,,,,,,1,,,,0,0,,,,,,,,,,,,1,,,0,,,,,,,,,1,,,-1,,,,1,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,0,35,27,4,,-1,,1,1,,-1,,1,1,,0,1,,,,,,,1,,1,,1,,,0,1,,,-1,,,1,,,,1,,,,1,,,1,,,,1,,,,1,,1,,1,,,1,,,,,,,1,,,,,1,,,,,1,1,,,,,,,,,,1,1,1,,,,,-1,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,1,51,26,8,,1,,,,,,1,,-1,1,0,,,,,-1,,,-1,,1,-1,1,-1,,,1,,0,1,,,,,0,1,,1,,,,,,,,1,0,1,,,,,-1,1,,,,-1,1,0,,0,,,1,1,1,0,,0,0,0,,,,0,0,,1,0,1,,,,1,1,,1,,,1,,,0,0,0,1,1,,1,,-1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,0,39,11,7,,1,,,-1,,-1,,,1,1,0,,1,,,,,0,,,,1,,,,0,,,,0,,,,,,,,,0,0,1,,,,,,-1,,,0,0,0,,1,,0,,,-1,0,,,,0,,,0,,,,0,0,,,,,0,0,,,,,-1,,,,1,1,,,0,,,,,,,0,1,0,,,-1,,0,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,0,75,38,13,,0,,0,,,0,,1,1,,0,,-1,0,1,,1,,0,1,,,1,,,0,,,1,,0,1,1,1,1,,,,1,,1,,,1,1,,0,-1,,0,,0,1,0,-1,1,0,-1,-1,-1,0,0,-1,1,,,0,,-1,,1,-1,1,-1,-1,,1,0,0,0,0,,0,1,1,1,,0,1,1,1,1,1,,-1,1,,1,,1,1,0,-1,,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,0,80,50,6,,0,1,1,0,1,,,,1,1,0,,0,1,1,1,1,1,0,,1,,1,1,0,0,1,,,,1,,0,1,,1,,1,1,1,1,,1,,,,-1,0,1,-1,1,1,,1,0,1,1,,0,,0,0,1,,,0,1,-1,1,1,1,0,1,1,0,1,,-1,-1,-1,,,0,1,,1,,1,1,1,0,,,0,0,0,1,,1,1,1,,0,,1,0,0,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
422,,0,39,26,2,,1,1,,,,,0,,1,,,,,1,,1,,,,,,1,,,,0,1,,1,,,,,0,,,1,1,1,,1,,,1,,0,0,,,0,,,,,,1,,,1,,,,1,,,,,1,1,0,0,,,,,,,,,0,1,,0,1,1,-1,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,-1,1,,0,,1,,,,,,,,,,,,,,,,,,,
433,,0,30,12,13,,-1,,,,1,,,,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,1,,-1,,,1,,,1,,0,,,,1,,,,,-1,,,,,,,,,,,,1,0,,,,,,0,-1,,,-1,-1,1,,-1,-1,,,,,,,,,1,0,,,0,,,1,1,,-1,-1,,-1,,,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,
451,,0,11,8,3,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,-1,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
466,,0,26,15,6,,0,,1,,1,,-1,1,,,-1,,,,1,,,,,,,,,,-1,,,,1,,-1,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,0,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,1,1,1,,,,,,-1,,1,,,1,,,,,,,,,,,,,,1,1,,,,,,1,,,,,-1,,,,,,,,,,,
469,,0,36,21,7,,1,,1,,1,0,,,,,,1,,1,,,1,,,,,,,,1,,1,,1,0,,0,,,0,1,0,1,1,,,,1,,,1,,,,,,,,,0,,,,,,,-1,,,,,1,,,,,,,,,,1,,,-1,,-1,,,,,1,1,,,,,,-1,,,1,,,,1,,,,0,,,,,,,-1,-1,,,,,,,,,1,,,,0,,-1,,,,,,,,,
473,,0,52,34,4,,0,1,,,1,-1,,,1,1,0,,,1,1,1,,,1,,1,1,1,,,,1,,,,,,,,,,1,,1,1,0,,,,,,,,,,1,,1,1,0,,1,0,,,,0,,1,,,,,0,1,,1,,0,,,1,,,0,,,,,,1,,,1,1,0,1,1,-1,-1,,,,,,1,0,,,,1,,1,,0,,,,,,,0,,,,1,,,,,0,,,,1,-1,,1,,,,
496,,0,16,8,4,,-1,,,,,,,,,,,0,,,,,,,,,,,,,-1,,,,1,,,,,,,,,1,,,,,,,,-1,0,,,,,,,,,,,,,0,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,
511,,0,22,8,8,,1,,,,,,,,,,-1,,,,,,,,1,,,,,1,,,,,,,-1,0,0,,,,,,1,,,,,,-1,,-1,0,,1,,,,,-1,,,,,,,0,,,1,,1,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,0,,,,
32,,0,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,0,9,7,2,,,1,,,1,,-1,,,,-1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,0,4,0,0,,,0,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,0,18,9,3,,,0,-1,1,,-1,,1,0,1,,-1,1,1,1,0,1,0,,,,1,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,0,12,8,4,,,1,-1,,,,,,,,,,-1,1,1,,,-1,,-1,1,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,0,9,7,1,,,1,1,,,,,1,-1,,1,,,1,,,,,1,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,0,21,12,4,,,0,1,0,1,-1,1,1,0,,-1,,1,1,,1,,-1,,,0,,,1,1,0,,,1,1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,0,20,13,3,,,0,,,,-1,-1,1,1,,,,0,1,1,,1,,,0,0,1,1,,,,1,,1,,1,,,1,,1,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,0,25,18,2,,,1,1,,,,0,,0,1,,0,,1,1,,1,,,,1,0,1,-1,-1,1,1,1,1,0,1,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,0,16,15,1,,,1,1,,1,-1,,,,1,,,,1,,,,,,,1,,1,1,,1,,,1,,1,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,0,25,11,8,,,-1,,,,,-1,,1,,,-1,-1,,,,1,,,,1,1,1,,-1,0,,,0,-1,,0,-1,,,,,,,,1,,0,1,1,1,0,1,-1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
